,NAME,ID,NAME_TYPE,CLASS,MASS [kg],FALL,YEAR,LAT,LONG,COORDINATE,COUNTRY,CONTINENT
16072,Jiddat al Harasis 229,35548,Valid,L5,5.14,Found,2005,19.7058,56.6077,"(19.7058, 56.60775)",Oman,Asia
16073,Jiddat al Harasis 230,35549,Valid,L5,77.0,Found,2005,19.7127,56.5828,"(19.7127, 56.58277)",Oman,Asia
16099,Jiddat al Harasis 256,35573,Valid,H5,3.04,Found,2005,19.991,56.343,"(19.99097, 56.34302)",Oman,Asia
16110,Jiddat al Harasis 267,35584,Valid,Mesosiderite,16.01,Found,2005,19.9997,56.4111,"(19.9997, 56.41108)",Oman,Asia
16117,Jiddat al Harasis 274,35591,Valid,H4/6,2.74,Found,2005,19.9761,55.9548,"(19.97612, 55.95483)",Oman,Asia
16122,Jiddat al Harasis 279,35596,Valid,L6,7.49,Found,2005,19.973,55.9528,"(19.97303, 55.9528)",Oman,Asia
16127,Jiddat al Harasis 284,35602,Valid,H4,5.45,Found,2005,19.7486,56.6797,"(19.74857, 56.67972)",Oman,Asia
16131,Jiddat al Harasis 288,35606,Valid,L5,2.62,Found,2005,19.7821,56.4765,"(19.7821, 56.47652)",Oman,Asia
16132,Jiddat al Harasis 289,35607,Valid,L6,2.52,Found,2005,19.9064,56.4936,"(19.90637, 56.4936)",Oman,Asia
16136,Jiddat al Harasis 293,35611,Valid,L5,8.42,Found,2005,19.7936,56.4793,"(19.79363, 56.47927)",Oman,Asia
16138,Jiddat al Harasis 295,35613,Valid,L5,4.82,Found,2005,19.8015,56.4676,"(19.8015, 56.46762)",Oman,Asia
16153,Jiddat al Harasis 310,35627,Valid,L6,3.03,Found,2005,19.711,55.7147,"(19.71095, 55.71473)",Oman,Asia
16155,Jiddat al Harasis 312,35629,Valid,L6,3.49,Found,2005,19.719,55.7043,"(19.71902, 55.70425)",Oman,Asia
16160,Jiddat al Harasis 317,45843,Valid,H5,21.47,Found,2001,19.3631,55.5572,"(19.36312, 55.55723)",Oman,Asia
16166,Jiddat al Harasis 323,45847,Valid,H5,2.97,Found,2005,19.963,56.4459,"(19.96297, 56.44587)",Oman,Asia
16171,Jiddat al Harasis 328,45852,Valid,L6,2.22,Found,2006,19.7407,55.7136,"(19.74065, 55.7136)",Oman,Asia
16185,Jiddat al Harasis 342,45866,Valid,L5,49.75,Found,2006,19.7146,56.5476,"(19.71458, 56.54755)",Oman,Asia
16198,Jiddat al Harasis 355,51623,Valid,L~6,16.88,Found,2003,19.3589,55.5484,"(19.35885, 55.54843)",Oman,Asia
16208,Jiddat al Harasis 365,51632,Valid,H~4,3.67,Found,2003,19.6187,56.0423,"(19.61865, 56.04227)",Oman,Asia
16212,Jiddat al Harasis 369,51636,Valid,H~5,7.1,Found,2003,19.2852,55.8224,"(19.28525, 55.82243)",Oman,Asia
16249,Jiddat al Harasis 406,48557,Valid,L6,33.0,Found,2006,19.5327,56.8722,"(19.53268, 56.87225)",Oman,Asia
16250,Jiddat al Harasis 407,48558,Valid,H6,7.0,Found,2006,19.8015,56.6103,"(19.80152, 56.6103)",Oman,Asia
16269,Jiddat al Harasis 426,48577,Valid,L6,11.17,Found,2007,19.9379,56.3955,"(19.93787, 56.39555)",Oman,Asia
16300,Jiddat al Harasis 457,48608,Valid,L6,6.44,Found,2007,19.7318,56.3293,"(19.73183, 56.32925)",Oman,Asia
16301,Jiddat al Harasis 458,48609,Valid,H4,3.09,Found,2007,19.7675,56.3349,"(19.7675, 56.33492)",Oman,Asia
16304,Jiddat al Harasis 461,48612,Valid,L6,3.31,Found,2007,19.7706,56.3523,"(19.77063, 56.35233)",Oman,Asia
16344,Jiddat al Harasis 501,50917,Valid,H5,6.75,Found,2007,19.7531,56.3091,"(19.75313, 56.30913)",Oman,Asia
16346,Jiddat al Harasis 503,51560,Valid,H3-4,2.42,Found,2007,19.7522,56.3106,"(19.75223, 56.3106)",Oman,Asia
16349,Jiddat al Harasis 506,50919,Valid,H5,2.85,Found,2008,19.6749,55.6474,"(19.67495, 55.64743)",Oman,Asia
16406,Jiddat al Harasis 563,50952,Valid,H6,2.14,Found,2008,19.6712,56.1977,"(19.6712, 56.19767)",Oman,Asia
16410,Jiddat al Harasis 568,51910,Valid,H4-6,3.25,Found,2009,19.7013,56.3671,"(19.70128, 56.36713)",Oman,Asia
16412,Jiddat al Harasis 570,51912,Valid,H4-6,4.75,Found,2009,19.7524,56.3304,"(19.7524, 56.3304)",Oman,Asia
16416,Jiddat al Harasis 574,51916,Valid,H4-6,13.0,Found,2009,19.7538,56.2969,"(19.75377, 56.29692)",Oman,Asia
16428,Jiddat al Harasis 586,51934,Valid,H5,3.57,Found,2009,19.7429,56.6506,"(19.74288, 56.65062)",Oman,Asia
16442,Jiddat al Harasis 600,51949,Valid,L6,5.75,Found,2009,19.7955,55.6831,"(19.79552, 55.6831)",Oman,Asia
16456,Jiddat al Harasis 614,51970,Valid,H4/5,3.53,Found,2009,19.0105,55.3125,"(19.01055, 55.31255)",Oman,Asia
16469,Jiddat al Harasis 628,52779,Valid,H5,16.0,Found,2009,19.8396,55.7676,"(19.83956, 55.76756)",Oman,Asia
16471,Jiddat al Harasis 630,52787,Valid,L5,3.04,Found,2010,19.7976,55.8909,"(19.79759, 55.89089)",Oman,Asia
16485,Jiddat al Harasis 644,55474,Valid,L6,2.27,Found,2010,19.8122,56.6706,"(19.8122, 56.67058)",Oman,Asia
16486,Jiddat al Harasis 645,55476,Valid,H5,3.03,Found,2010,19.4383,56.608,"(19.43827, 56.60802)",Oman,Asia
16487,Jiddat al Harasis 646,55477,Valid,H4,3.02,Found,2010,19.5188,56.666,"(19.51878, 56.666)",Oman,Asia
16499,Jiddat al Harasis 659,56104,Valid,L3.6,2.19,Found,2011,19.9512,56.3269,"(19.95119, 56.32686)",Oman,Asia
16504,Jiddat al Harasis 664,56219,Valid,H5,12.18,Found,2011,19.8256,55.684,"(19.82562, 55.684)",Oman,Asia
16505,Jiddat al Harasis 665,56220,Valid,H5,2.64,Found,2011,19.7784,55.5966,"(19.77842, 55.59662)",Oman,Asia
16510,Jiddat al Harasis 670,56225,Valid,H5,2.4,Found,2011,19.65,55.7194,"(19.65, 55.7194)",Oman,Asia
16551,Jiddat al Harasis 711,56263,Valid,H5,2.22,Found,2011,19.5454,55.4335,"(19.54542, 55.43347)",Oman,Asia
16666,Johnson City,12197,Valid,L6,10.4,Found,1937,37.55,-101.683,"(37.55, -101.68333)",United States,North America
16669,Juanita de Angeles,12204,Valid,H5,85.0,Found,1992,28.4167,-105.083,"(28.41667, -105.08333)",Mexico,North America
16670,Juarez,12205,Valid,L6,6.1,Found,1938,-37.55,-60.15,"(-37.55, -60.15)",Argentina,South America
16671,Juderina Spring,45814,Valid,L6,2.2,Found,1990,-25.9167,119.3,"(-25.91667, 119.3)",Australia,Oceania
16672,Julesburg,12208,Valid,L3.6,57.9,Found,1983,39.975,-102.267,"(39.975, -102.26667)",United States,North America
16678,Kaalijarv,12217,Valid,"Iron, IAB-MG",2.25,Found,1937,58.4,22.6667,"(58.4, 22.66667)",Estonia,Europe
16682,Kaffir (b),12224,Valid,H4,3.5,Found,1966,34.6717,-101.815,"(34.67167, -101.815)",United States,North America
16683,Kaffir (c),12225,Valid,L6,7.95,Found,1980,34.6717,-101.815,"(34.67167, -101.815)",United States,North America
16684,Kaffir (d),12226,Valid,L5,26.76,Found,1981,34.6717,-101.815,"(34.67167, -101.815)",United States,North America
16685,Kennard,12279,Valid,H5,8.2,Found,1961,41.4833,-96.1667,"(41.48333, -96.16667)",United States,North America
16687,Kalahari 009,30738,Valid,Lunar (basalt),13.5,Found,1999,-20.9818,22.9766,"(-20.9818, 22.9766)",Botswana,Africa
16688,Kaldoonera Hill,12233,Valid,H6,12.0,Found,1956,-32.6167,134.85,"(-32.61667, 134.85)",Australia,Oceania
16689,Kalkaska,12234,Valid,"Iron, IIIAB",9.4,Found,1947,44.6469,-85.1367,"(44.64694, -85.13667)",United States,North America
16690,Kalugalatenna,12235,Valid,L6,4.0,Found,2003,7.31667,80.55,"(7.31667, 80.55)",Sri Lanka,Asia
16691,Kalvesta,12237,Valid,H4,10.0,Found,1968,38.0833,-100.25,"(38.08333, -100.25)",United States,North America
16694,Kansas City (1903),12248,Valid,H5,36.0,Found,1903,39.1,-94.6333,"(39.1, -94.63333)",United States,North America
16700,Karasburg,12257,Valid,"Iron, IIIAB?",12.0,Found,1964,-27.6667,18.9667,"(-27.66667, 18.96667)",Namibia,Africa
16702,Karee Kloof,12259,Valid,"Iron, IAB-sLL",92.1,Found,1914,-31.6,25.8,"(-31.6, 25.8)",South Africa,Africa
16703,Kargapole,12261,Valid,H4,21.8,Found,1961,55.8833,64.3,"(55.88333, 64.3)",Russia,Europe
16706,Kearney,12269,Valid,H5,10.0,Found,1934,40.6833,-99.0667,"(40.68333, -99.06667)",United States,North America
16707,Keen Mountain,12271,Valid,"Iron, IIAB",6.69,Found,1950,37.2167,-82.0,"(37.21667, -82.0)",United States,North America
16708,Kelly,12273,Valid,LL4,44.3,Found,1937,40.4667,-103.033,"(40.46667, -103.03333)",United States,North America
16710,Kenna,12277,Valid,Ureilite,10.9,Found,1972,33.9,-103.553,"(33.9, -103.55333)",United States,North America
16713,Kermichel,12283,Valid,L6,3.0,Found,1911,47.65,-2.76667,"(47.65, -2.76667)",France,Europe
16714,Keyes,12287,Valid,L6,142.0,Found,1939,36.7167,-102.5,"(36.71667, -102.5)",United States,North America
16719,Kielpa,12302,Valid,H5,13.6,Found,1948,-33.6,136.1,"(-33.6, 136.1)",Australia,Oceania
16720,Kifkakhsyagan,12304,Valid,"Iron, IIIAB",18.8,Found,1972,64.4,172.7,"(64.4, 172.7)",Russia,Europe
16722,Kimble County,12311,Valid,H6,153.8,Found,1918,30.4167,-99.4,"(30.41667, -99.4)",United States,North America
16723,Kimbolton,12312,Valid,H4,7.5,Found,1976,-40.0714,175.73,"(-40.07139, 175.73028)",New Zealand,Oceania
16727,Kingfisher,12317,Valid,L5,8.18,Found,1950,35.8333,-97.9333,"(35.83333, -97.93333)",United States,North America
16729,Kinley,12319,Valid,L6,2.0,Found,1965,52.0467,-107.233,"(52.04667, -107.23333)",Canada,North America
16730,Kinsella,12320,Valid,"Iron, IIIAB",3.72,Found,1946,53.2,-111.433,"(53.2, -111.43333)",Canada,North America
16733,Kittakittaooloo,12327,Valid,H4,3.6,Found,1970,-28.0333,138.133,"(-28.03333, 138.13333)",Australia,Oceania
16735,Klamath Falls,12330,Valid,"Iron, IIIF",17.0,Found,1952,42.1667,-121.85,"(42.16667, -121.85)",United States,North America
16737,Knowles,12334,Valid,"Iron, IIIAB",161.0,Found,1903,36.9,-100.217,"(36.9, -100.21667)",United States,North America
16742,Koltsovo,30742,Valid,H4,20.02,Found,2004,54.7505,36.978,"(54.7505, 36.978)",Russia,Europe
16744,Kopjes Vlei,12345,Valid,"Iron, IIAB",13.6,Found,1914,-29.3,21.15,"(-29.3, 21.15)",South Africa,Africa
16746,Korra Korrabes,12347,Valid,H3,140.0,Found,1996,-25.2,18.0833,"(-25.2, 18.08333)",Namibia,Africa
16748,Kossuth,12350,Valid,"Iron, IVA",5.9,Found,1975,40.6667,-84.35,"(40.66667, -84.35)",United States,North America
16750,Kouga Mountains,12352,Valid,"Iron, IIIAB",1173.0,Found,1903,-33.6167,24.0,"(-33.61667, 24.0)",South Africa,Africa
16751,Kramer Creek,12354,Valid,L4,2.3,Found,1966,38.3925,-104.177,"(38.3925, -104.17667)",United States,North America
16752,Krasnodar,44716,Valid,L5,2.04,Found,2006,45.0057,39.2052,"(45.00569, 39.20519)",Russia,Europe
16754,Kress (a),12358,Valid,L6,12.5,Found,1951,34.3583,-101.73,"(34.35833, -101.73)",United States,North America
16755,Kress (b),12359,Valid,L4,2.6,Found,1966,34.3583,-101.73,"(34.35833, -101.73)",United States,North America
16756,Kress (c),12360,Valid,L6,5.6,Found,1978,34.3383,-101.717,"(34.33833, -101.71667)",United States,North America
16758,Krider,12362,Valid,H6,2.39,Found,1978,34.4667,-103.922,"(34.46667, -103.92167)",United States,North America
16759,Krzadka,12365,Valid,Iron,2.5,Found,1929,50.375,21.7333,"(50.375, 21.73333)",Poland,Europe
16760,Ksar el Hajoui,53825,Valid,L6,3.1,Found,2010,31.9932,-2.99347,"(31.99317, -2.99347)",Morocco,Africa
16761,Ksar Ghilane 001,54553,Valid,L6,5.51,Found,2008,32.681,9.72872,"(32.681, 9.72872)",Tunisia,Africa
16767,Ksar Ghilane 007,54558,Valid,H6,5.38,Found,2011,32.7583,9.8593,"(32.75832, 9.8593)",Tunisia,Africa
16773,Kuga,12367,Valid,"Iron, IIIAB",5.6,Found,1950,34.1,132.083,"(34.1, 132.08333)",Japan,Asia
16776,Kumerina,12375,Valid,"Iron, IIC",53.5,Found,1937,-24.9167,119.417,"(-24.91667, 119.41667)",Australia,Oceania
16778,Kumtag,49512,Valid,H5,26.0,Found,2008,41.6689,93.1731,"(41.66889, 93.17306)",China,Asia
16781,Kyancutta,12386,Valid,"Iron, IIIAB",32.7,Found,1932,-33.2833,136.0,"(-33.28333, 136.0)",Australia,Oceania
16782,Kybo 001,12387,Valid,LL5,2.49,Found,1984,-31.1833,126.417,"(-31.18333, 126.41667)",Australia,Oceania
16783,Kybunga,12388,Valid,L5,7.9,Found,1956,-33.9,138.483,"(-33.9, 138.48333)",Australia,Oceania
16784,Kyle,12389,Valid,L6,7.78,Found,1965,29.975,-97.8667,"(29.975, -97.86667)",United States,North America
16787,La Ciénega,51052,Valid,H6,7.63,Found,2007,30.2019,-111.936,"(30.20186, -111.93587)",Mexico,North America
16791,La Lande,12400,Valid,L5,30.0,Found,1933,34.45,-104.133,"(34.45, -104.13333)",United States,North America
16792,La Luz,48962,Valid,H4,4.8,Found,2005,33.0038,-105.851,"(33.00383, -105.85083)",United States,North America
16795,La Villa,12405,Valid,H4,19.8,Found,1956,26.2717,-97.9017,"(26.27167, -97.90167)",United States,North America
16797,La Yesera 002,12407,Valid,LL5,2.62,Found,2003,-23.2705,-70.483,"(-23.2705, -70.483)",Chile,South America
16801,Ladder Creek,12410,Valid,L6,35.1,Found,1937,38.6167,-101.633,"(38.61667, -101.63333)",United States,North America
16804,Laguna Manantiales,12413,Valid,Iron,92.0,Found,1945,-48.5833,-67.4167,"(-48.58333, -67.41667)",Argentina,South America
16805,Lahmada,12414,Valid,H6,7.36,Found,1998,27.1667,-9.5,"(27.16667, -9.5)",Morocco,Africa
16813,Lahmada 009,12422,Valid,H3-6,70.0,Found,1999,27.1667,-9.5,"(27.16667, -9.5)",Morocco,Africa
16816,Lahmada 012,12425,Valid,H5,2.51,Found,1998,27.2333,-9.7585,"(27.23333, -9.7585)",Morocco,Africa
16823,Lahoma,12432,Valid,L5,21.8,Found,1963,36.3833,-98.0833,"(36.38333, -98.08333)",United States,North America
16824,Lake Bonney,12436,Valid,L6,2.75,Found,1961,-37.75,140.3,"(-37.75, 140.3)",Australia,Oceania
16825,Lake Brown,12437,Valid,L6,23.4,Found,1919,-31.0,118.5,"(-31.0, 118.5)",Australia,Oceania
16832,Lake Grace,12443,Valid,L6,10.5,Found,1956,-33.0667,118.217,"(-33.06667, 118.21667)",Australia,Oceania
16833,Lake Labyrinth,12444,Valid,LL6,25.85,Found,1924,-30.5333,134.75,"(-30.53333, 134.75)",Australia,Oceania
16834,Lake Machattie,12445,Valid,H5,2.6,Found,1988,-24.8333,139.8,"(-24.83333, 139.8)",Australia,Oceania
16835,Lake Murray,12446,Valid,"Iron, IIAB",270.0,Found,1933,34.1,-97.0,"(34.1, -97.0)",United States,North America
16837,Laketon,12448,Valid,L6,3.6,Found,1937,35.5667,-100.667,"(35.56667, -100.66667)",United States,North America
16839,Lakewood,12450,Valid,L6,46.5,Found,1955,32.6297,-104.35,"(32.62972, -104.35)",United States,North America
16840,Lamesa,12452,Valid,"Iron, IAB-sLM",16.9,Found,1981,32.8833,-101.883,"(32.88333, -101.88333)",United States,North America
16841,Lamont,12453,Valid,Mesosiderite,38.69,Found,1940,38.0778,-96.0264,"(38.07778, -96.02639)",United States,North America
16842,Lancaster County,12454,Valid,Iron,13.0,Found,1903,40.6667,-96.75,"(40.66667, -96.75)",United States,North America
16843,Landes,12457,Valid,"Iron, IAB-MG",69.8,Found,1930,38.9,-79.1833,"(38.9, -79.18333)",United States,North America
16844,Landor,12458,Valid,Iron,9.0,Found,1931,-25.6667,117.0,"(-25.66667, 117.0)",Australia,Oceania
16847,Lanton,12463,Valid,"Iron, IIIAB",13.78,Found,1932,36.5333,-91.8,"(36.53333, -91.8)",United States,North America
16851,LaPaz Icefield 02207,12474,Valid,LL5,2.92,Found,2002,-86.3667,-70.0,"(-86.36667, -70.0)",Antarctica,Antarctica
16853,LaPaz Icefield 02210,12477,Valid,LL5,2.24,Found,2002,-86.3667,-70.0,"(-86.36667, -70.0)",Antarctica,Antarctica
16960,LaPaz Icefield 02320,12587,Valid,LL5,2.63,Found,2002,-86.3667,-70.0,"(-86.36667, -70.0)",Antarctica,Antarctica
17289,Larned,50998,Valid,Aubrite-an,28.1,Found,1977,38.1995,-99.162,"(38.1995, -99.162)",United States,North America
17292,Las Salinas,12734,Valid,"Iron, IIIAB",3.52,Found,1905,-23.0,-69.5,"(-23.0, -69.5)",Chile,South America
17298,Laundry West,12739,Valid,L4,4.0,Found,1967,-31.4667,126.933,"(-31.46667, 126.93333)",Australia,Oceania
17302,Lazarev,12745,Valid,"Iron, ungrouped",10.0,Found,1961,-71.95,11.5,"(-71.95, 11.5)",Antarctica,Antarctica
17303,Lazbuddie,12746,Valid,LL5,8.6,Found,1970,34.5,-102.75,"(34.5, -102.75)",United States,North America
17311,Lemmon,12762,Valid,H5,6.68,Found,1984,45.9333,-102.183,"(45.93333, -102.18333)",United States,North America
17313,Leon,12764,Valid,H5,30.0,Found,1943,37.6667,-96.7667,"(37.66667, -96.76667)",United States,North America
17314,Leonora,55550,Valid,L4,2.57,Found,1990,-28.8452,121.397,"(-28.84519, 121.397)",Australia,Oceania
17315,Leoville,12766,Valid,CV3,8.1,Found,1961,39.6333,-100.467,"(39.63333, -100.46722)",United States,North America
17316,Leoville (b),12767,Valid,OC,2.5,Found,1969,39.6083,-100.475,"(39.60833, -100.475)",United States,North America
17335,Lewis Cliff 85319,12789,Valid,H5,11.49,Found,1985,-84.264,161.395,"(-84.26398, 161.39532)",Antarctica,Antarctica
17336,Lewis Cliff 85320,12790,Valid,H5,110.22,Found,1985,-84.2622,161.416,"(-84.26223, 161.41628)",Antarctica,Antarctica
17497,Lewis Cliff 86011,12951,Valid,L6,3.4,Found,1986,-84.2799,161.611,"(-84.27992, 161.61113)",Antarctica,Antarctica
17498,Lewis Cliff 86012,12952,Valid,L6,2.16,Found,1986,-84.2774,161.637,"(-84.27739, 161.63678)",Antarctica,Antarctica
17966,Lewis Cliff 86490,13420,Valid,L6,2.21,Found,1986,-84.2541,161.35,"(-84.25413, 161.35013)",Antarctica,Antarctica
18049,Lewis Cliff 87029,13503,Valid,H5,4.03,Found,1987,-84.2833,161.083,"(-84.28333, 161.08333)",Antarctica,Antarctica
18050,Lewis Cliff 87030,13504,Valid,H5,7.99,Found,1987,-84.2833,161.083,"(-84.28333, 161.08333)",Antarctica,Antarctica
19189,Lewiston,14643,Valid,H4,4.42,Found,1983,34.0083,-103.603,"(34.00833, -103.60278)",United States,North America
19191,Liangcheng,14645,Valid,"Iron, IIIAB",200.0,Found,1959,40.5,112.5,"(40.5, 112.5)",China,Asia
19193,Lider (a),14648,Valid,L5,2.16,Found,1972,34.655,-101.64,"(34.655, -101.64)",United States,North America
19196,Lincoln County,14654,Valid,L6,4.5,Found,1937,39.3667,-103.167,"(39.36667, -103.16667)",United States,North America
19198,Linwood,14657,Valid,"Iron, IAB-MG",46.0,Found,1940,41.4333,-96.9667,"(41.43333, -96.96667)",United States,North America
19199,Lipovsky,14658,Valid,"Pallasite, PMG",3.5,Found,1904,49.0833,42.5167,"(49.08333, 42.51667)",Russia,Europe
19200,Lismore,14660,Valid,"Iron, IIIAB?",10.0,Found,1959,-35.95,143.333,"(-35.95, 143.33333)",Australia,Oceania
19204,Little River (a),14665,Valid,H6,4.4,Found,1967,38.3833,-98.0167,"(38.38333, -98.01667)",United States,North America
19205,Little River (b),14666,Valid,H4/5,11.7,Found,1965,38.44,-98.0667,"(38.44, -98.06667)",United States,North America
19206,Little Spring Creek,30743,Valid,H5,2.95,Found,1937,37.6833,-105.7,"(37.68333, -105.7)",United States,North America
19207,Littlerock,14667,Valid,H6,19.05,Found,1979,34.5167,-117.983,"(34.51667, -117.98333)",United States,North America
19210,Lixian,56075,Valid,"Iron, IIAB",43.0,Found,2005,29.8517,111.598,"(29.85167, 111.59833)",China,Asia
19211,Llano River,53635,Valid,"Iron, IIIAB",4.32,Found,1975,30.5221,-99.737,"(30.52213, -99.73698)",United States,North America
19215,Lombard,14679,Valid,"Iron, IIAB",7.0,Found,1953,46.1,-111.4,"(46.1, -111.4)",United States,North America
19217,Lone Island Lake,55762,Valid,"Iron, IAB-sLL",4.8,Found,2005,50.0096,-95.3854,"(50.00957, -95.38537)",Canada,North America
19218,Lone Star,14682,Valid,H4,4.3,Found,1965,34.2597,-101.408,"(34.25972, -101.40833)",United States,North America
19219,Lone Tree,14683,Valid,H4,20.68,Found,1971,41.5,-91.4792,"(41.5, -91.47917)",United States,North America
19221,Lonewolf Nunataks 94101,14685,Valid,CM2,2.8,Found,1994,-81.3333,152.833,"(-81.33333, 152.83333)",Antarctica,Antarctica
19223,Lonewolf Nunataks 94103,14687,Valid,L6,9.0,Found,1994,-81.3333,152.833,"(-81.33333, 152.83333)",Antarctica,Antarctica
19224,Lonewolf Nunataks 94104,14688,Valid,H6,10.17,Found,1994,-81.3333,152.833,"(-81.33333, 152.83333)",Antarctica,Antarctica
19225,Lonewolf Nunataks 94105,14689,Valid,L6,5.09,Found,1994,-81.3333,152.833,"(-81.33333, 152.83333)",Antarctica,Antarctica
19232,Longtian,14696,Valid,"Iron, IIIAB",350.0,Found,1991,27.35,108.5,"(27.35, 108.5)",China,Asia
19234,Loomis,14698,Valid,L6,3.02,Found,1933,40.4667,-99.5,"(40.46667, -99.5)",United States,North America
19238,Loop,14702,Valid,L6,5.6,Found,1962,32.9,-102.283,"(32.9, -102.28333)",United States,North America
19246,Los Sauces,14710,Valid,Iron,997.0,Found,1937,-29.4167,-66.85,"(-29.41667, -66.85)",Argentina,South America
19248,Los Vientos 002,54617,Valid,L6,30.75,Found,2010,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19249,Los Vientos 003,54618,Valid,H5,25.45,Found,2011,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19250,Los Vientos 004,54619,Valid,H5,29.3,Found,2011,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19256,Los Vientos 010,57195,Valid,H5,6.8,Found,2011,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19258,Los Vientos 012,57197,Valid,H6,7.09,Found,2011,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19259,Los Vientos 013,57198,Valid,H6,2.02,Found,2011,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19263,Los Vientos 020,57330,Valid,H4,8.1,Found,2010,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19266,Los Vientos 023,57333,Valid,L6,7.09,Found,2011,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19271,Los Vientos 028,57338,Valid,H~5,12.11,Found,2012,-24.6833,-69.7667,"(-24.68333, -69.76667)",Chile,South America
19272,Lost Creek,14712,Valid,H3.8,4.02,Found,1916,39.1242,-98.1678,"(39.12417, -98.16778)",United States,North America
19276,Lovina,45978,Valid,"Iron, ungrouped",8.2,Found,1981,-8.65,115.217,"(-8.65, 115.21667)",Indonesia,Asia
19343,Lueders,14750,Valid,"Iron, IAB-MG",35.4,Found,1973,32.8361,-99.6042,"(32.83611, -99.60417)",United States,North America
19348,Lushton,14760,Valid,L6,6.7,Found,1914,40.7497,-97.7497,"(40.74972, -97.74972)",United States,North America
19520,MacAlpine Hills 88108,15272,Valid,H5,6.99,Found,1988,-84.2167,160.5,"(-84.21667, 160.5)",Antarctica,Antarctica
19521,MacAlpine Hills 88109,15273,Valid,L5,4.11,Found,1988,-84.2167,160.5,"(-84.21667, 160.5)",Antarctica,Antarctica
19522,MacAlpine Hills 88110,15274,Valid,H5,5.37,Found,1988,-84.2167,160.5,"(-84.21667, 160.5)",Antarctica,Antarctica
19523,MacAlpine Hills 88111,15275,Valid,H4,6.44,Found,1988,-84.2167,160.5,"(-84.21667, 160.5)",Antarctica,Antarctica
19527,MacAlpine Hills 88115,15279,Valid,H5,2.25,Found,1988,-84.2167,160.5,"(-84.21667, 160.5)",Antarctica,Antarctica
